"","P21","rated","turns","victory_status","winner","pace_type","W1","B1","W_First5","B_First5","Rating_WB","opening_strategy","op_name"
"118","ALEKHINE DEFENSE","TRUE",118,"MATE","BLACK","STANDARD","e4","Nf6","e4_e5_d4_c3_Nf3","Nf6_Nd5_e6_Be7_d6",1.1240632805995,"DEFENSE","ALEKHINE DEFENSE"
"119","SICILIAN DEFENSE","TRUE",66,"MATE","BLACK","STANDARD","e4","c5","e4_Nf3_d4_dxc5_Qd5","c5_Nf6_Nxe4_Nxc5_e6",0.9453125,"DEFENSE","SICILIAN DEFENSE"
"120","FOUR KNIGHTS GAME","TRUE",120,"DRAW","DRAW","STANDARD","e4","Nf6","e4_Nc3_Nf3_Bc4_O-O","Nf6_e5_Nc6_Bc5_O-O",0.93976897689769,"NO_DEFENSE","FOUR KNIGHTS GAME"
"121","ITALIAN GAME","TRUE",36,"MATE","BLACK","STANDARD","e4","e5","e4_Nf3_Bc4_Ng5_exd5","e5_Nc6_Nf6_d5_Nxd5",0.909768829231916,"DEFENSE","ITALIAN GAME"
"122","ITALIAN GAME","TRUE",26,"MATE","BLACK","STANDARD","e4","e5","e4_Nf3_Bc4_O-O_d3","e5_Nc6_h6_d6_a6",0.908020603384842,"DEFENSE","ITALIAN GAME"
"123","ITALIAN GAME","TRUE",62,"RESIGN","BLACK","STANDARD","e4","e5","e4_Nf3_Bc4_Ng5_exd5","e5_Nc6_Nf6_d5_Nxd5",1.03155339805825,"DEFENSE","ITALIAN GAME"
"124","ALEKHINE DEFENSE","TRUE",37,"RESIGN","WHITE","STANDARD","e4","Nf6","e4_d3_a3_exd5_c4","Nf6_e5_d5_Nxd5_Nf4",1.11778471138846,"DEFENSE","ALEKHINE DEFENSE"
"125","QUEEN'S GAMBIT REFUSED","TRUE",24,"RESIGN","BLACK","STANDARD","d4","Nf6","d4_c4_Nc3_e3_a4","Nf6_d5_dxc4_b5_b4",0.887147335423197,"DEFENSE","QUEEN'S GAMBIT REFUSED"
"126","ITALIAN GAME","FALSE",47,"RESIGN","WHITE","STANDARD","e4","e5","e4_Nf3_Bc4_d4_dxe5","e5_Nc6_h6_d6_Nxe5",0.975535168195719,"DEFENSE","ITALIAN GAME"
"127","ALEKHINE DEFENSE","TRUE",37,"RESIGN","BLACK","STANDARD","e4","Nf6","e4_e5_c4_c5_d4","Nf6_Nd5_Nb6_Nd5_d6",0.96998420221169,"DEFENSE","ALEKHINE DEFENSE"
"128","CARO-KANN DEFENSE","TRUE",24,"RESIGN","BLACK","STANDARD","e4","c6","e4_d4_exd5_Bd2_Be3","c6_d5_Qa5+_Qxd5_Bf5",0.90347764371895,"DEFENSE","CARO-KANN DEFENSE"
"129","QUEEN'S PAWN GAME","TRUE",9,"RESIGN","WHITE","STANDARD","d4","d5","d4_e3_c4_Nd2_Qa4+","d5_e6_Bb4+_dxc4_",1.04776820673453,"NO_DEFENSE","QUEEN'S PAWN GAME"
"130","SICILIAN DEFENSE","TRUE",47,"MATE","WHITE","STANDARD","e4","c5","e4_Nf3_d4_Nxd4_Qe2","c5_d6_cxd4_Nf6_Nbd7",0.945359281437126,"DEFENSE","SICILIAN DEFENSE"
"131","ENGLISH OPENING","TRUE",85,"MATE","WHITE","STANDARD","c4","e5","c4_g3_cxd5_Nf3_Nc3","e5_d5_Qxd5_g5_Qc6",1.03377847604085,"NO_DEFENSE","ENGLISH OPENING"
"132","GOLDSMITH DEFENSE","TRUE",39,"MATE","WHITE","STANDARD","e4","h5","e4_d4_exd5_g4_f3","h5_d5_Qxd5_Bxg4_Bxf3",0.996009577015164,"DEFENSE","OTHER"
"133","NIMZO-INDIAN DEFENSE","TRUE",58,"MATE","BLACK","STANDARD","d4","Nf6","d4_c4_Nc3_Bd2_e3","Nf6_e6_Bb4_O-O_d5",1.08272506082725,"DEFENSE","NIMZO-INDIAN DEFENSE"
"134","ITALIAN GAME","TRUE",95,"MATE","WHITE","STANDARD","e4","e5","e4_Nf3_Bc4_Ng5_exd5","e5_Nc6_Nf6_d5_Nxd5",1.02859545836838,"DEFENSE","ITALIAN GAME"
"135","ALEKHINE DEFENSE","TRUE",2,"RESIGN","BLACK","STANDARD","e4","Nf6","e4____","Nf6____",1.1985049833887,"DEFENSE","ALEKHINE DEFENSE"
"136","QUEEN'S GAMBIT REFUSED","TRUE",97,"MATE","WHITE","STANDARD","d4","d5","d4_c4_c5_Nf3_Rxb1","d5_Nf6_Bf5_Bxb1_Nc6",1.00904605263158,"DEFENSE","QUEEN'S GAMBIT REFUSED"
"137","ITALIAN GAME","TRUE",12,"DRAW","DRAW","STANDARD","e4","e5","e4_Nf3_Bc4_d3_Bg5","e5_Nc6_Qe7_Nf6_h6",0.996718621821165,"NO_DEFENSE","ITALIAN GAME"
"138","FOUR KNIGHTS GAME","TRUE",30,"RESIGN","WHITE","STANDARD","e4","Nf6","e4_Nc3_Bc4_Nf3_Ng5","Nf6_e5_Bc5_Nc6_O-O",1,"NO_DEFENSE","FOUR KNIGHTS GAME"
"139","BOGO-INDIAN DEFENSE","TRUE",43,"MATE","WHITE","BLITZ","d4","Nf6","d4_c4_Nf3_Bd2_Nbxd2","Nf6_e6_Bb4+_Bxd2+_O-O",1.26530612244898,"DEFENSE","OTHER"
"140","ALEKHINE DEFENSE","TRUE",11,"RESIGN","WHITE","STANDARD","e4","Nf6","e4_f3_c3_d4_cxd4","Nf6_e5_Be7_exd4_c5",1.07374392220421,"DEFENSE","ALEKHINE DEFENSE"
"141","ALEKHINE DEFENSE","TRUE",72,"MATE","BLACK","STANDARD","e4","Nf6","e4_e5_Nc3_bxc3_f4","Nf6_Nd5_Nxc3_d6_dxe5",0.992628992628993,"DEFENSE","ALEKHINE DEFENSE"
"142","KING'S KNIGHT OPENING","TRUE",156,"MATE","BLACK","STANDARD","e4","e5","e4_Nf3_Nxe5_Nd3_Be2","e5_Bb4_Qe7_Qxe4+_Qxg2",0.829499323410014,"NO_DEFENSE","KING'S KNIGHT OPENING"
"143","QUEEN'S GAMBIT DECLINED","TRUE",18,"RESIGN","BLACK","STANDARD","d4","d5","d4_c4_cxd5_Nc3_e4","d5_e6_exd5_a6_dxe4",0.755227552275523,"NO_DEFENSE","QUEEN'S GAMBIT DECLINED"
"144","FRENCH DEFENSE","FALSE",77,"MATE","WHITE","BLITZ","d4","Nf6","d4_Nc3_e4_e5_Nf3","Nf6_e6_d5_Nfd7_Bb4",0.969869706840391,"DEFENSE","FRENCH DEFENSE"
"145","ALEKHINE DEFENSE","TRUE",32,"RESIGN","BLACK","STANDARD","e4","Nf6","e4_e5_c4_d4_Bf4","Nf6_Nd5_Nb6_d6_dxe5",1.17520661157025,"DEFENSE","ALEKHINE DEFENSE"
"146","VIENNA GAME","TRUE",35,"RESIGN","WHITE","STANDARD","e4","Nf6","e4_Nc3_f4_d4_Nf3","Nf6_e5_exf4_c5_cxd4",0.969746524938675,"NO_DEFENSE","VIENNA GAME"
"147","MODERN DEFENSE","TRUE",85,"MATE","WHITE","STANDARD","e4","g6","e4_d4_Bc4_Bf4_exd5","g6_h5_e6_d5_exd5",1,"DEFENSE","MODERN DEFENSE"
"148","SCANDINAVIAN DEFENSE","TRUE",50,"RESIGN","BLACK","STANDARD","e4","d5","e4_exd5_c4_dxc6_d4","d5_Nf6_c6_Nxc6_Qxd4",0.914370811615786,"DEFENSE","SCANDINAVIAN DEFENSE"
"149","YUSUPOV-RUBINSTEIN SYSTEM","TRUE",111,"RESIGN","WHITE","BLITZ","Nf3","Nf6","Nf3_d4_e3_c3_Nbd2","Nf6_e6_c5_Nc6_d5",1.0016111707841,"NO_DEFENSE","OTHER"
"150","SICILIAN DEFENSE","TRUE",65,"OUTOFTIME","WHITE","BLITZ","e4","c5","e4_Nf3_Bb5_Be2_O-O","c5_Nc6_a6_d6_Nf6",1,"DEFENSE","SICILIAN DEFENSE"
"151","BENONI DEFENSE","TRUE",73,"RESIGN","WHITE","STANDARD","d4","Nf6","d4_c4_e3_exd4_Nf3","Nf6_c5_cxd4_d6_g6",0.98389694041868,"DEFENSE","BENONI DEFENSE"
"152","SICILIAN DEFENSE","TRUE",125,"RESIGN","WHITE","STANDARD","e4","c5","e4_Nf3_Nc3_Bb5_Be2","c5_g6_Bg7_a6_Nc6",0.965067778936392,"DEFENSE","SICILIAN DEFENSE"
"153","ITALIAN GAME","TRUE",76,"RESIGN","BLACK","STANDARD","e4","e5","e4_Nf3_Bc4_c3_O-O","e5_Nc6_h6_Nf6_Bc5",1.00921908893709,"DEFENSE","ITALIAN GAME"
"154","RUY LOPEZ","TRUE",65,"OUTOFTIME","WHITE","BLITZ","e4","e5","e4_Nf3_Bb5_Ng5_d3","e5_Nc6_Nf6_Bc5_O-O",1.0445321307779,"DEFENSE","RUY LOPEZ"
"155","SICILIAN DEFENSE","TRUE",41,"MATE","WHITE","BLITZ","e4","c5","e4_Nf3_d4_Nxd4_Nc3","c5_d6_cxd4_Nf6_a6",1.02577873254565,"DEFENSE","SICILIAN DEFENSE"
"156","FRENCH DEFENSE","TRUE",59,"RESIGN","WHITE","BLITZ","e4","e6","e4_Nf3_exd5_d4_Bd3","e6_d5_exd5_Bd6_Ne7",0.979365079365079,"DEFENSE","FRENCH DEFENSE"
"157","SICILIAN DEFENSE","TRUE",70,"RESIGN","BLACK","STANDARD","e4","c5","e4_Nf3_c3_d3_Be2","c5_d6_Nf6_Bg4_Nc6",1.01086956521739,"DEFENSE","SICILIAN DEFENSE"
"158","SICILIAN DEFENSE","TRUE",34,"RESIGN","WHITE","STANDARD","e4","c5","e4_Nf3_Bb5+_c4_Ba4","c5_d6_Nc6_a6_Bd7",0.989177489177489,"DEFENSE","SICILIAN DEFENSE"
"159","AMAR OPENING","TRUE",69,"OUTOFTIME","WHITE","BLITZ","Nh3","d5","Nh3_g3_Bg2_f4_Nf2","d5_Nf6_c5_e6_Nc6",0.998385360602799,"NO_DEFENSE","OTHER"
"160","RUY LOPEZ","TRUE",63,"RESIGN","WHITE","BLITZ","e4","e5","e4_Nf3_Bb5_Ba4_c3","e5_Nc6_a6_Bc5_d6",0.97467018469657,"DEFENSE","RUY LOPEZ"
"161","SICILIAN DEFENSE","TRUE",107,"RESIGN","WHITE","BLITZ","e4","c5","e4_Nf3_Nc3_a3_Bc4","c5_d6_a6_Nf6_e6",1.015625,"DEFENSE","SICILIAN DEFENSE"
"162","QUEEN'S PAWN","TRUE",58,"RESIGN","WHITE","STANDARD","d4","h6","d4_Nf3_e4_c4_Bd2","h6_b5_b4_Bb7_a5",1.02497225305216,"NO_DEFENSE","QUEEN'S PAWN"
"163","CARO-KANN DEFENSE","FALSE",34,"RESIGN","BLACK","STANDARD","e4","c6","e4_Nf3_Nc3_d4_h3","c6_d5_Bg4_e6_Bh5",0.995150862068966,"DEFENSE","CARO-KANN DEFENSE"
"164","SICILIAN DEFENSE","TRUE",100,"OUTOFTIME","BLACK","STANDARD","e4","c5","e4_c3_Bc4_d3_a4","c5_d6_Nf6_a6_e6",1.00163309744148,"DEFENSE","SICILIAN DEFENSE"
"165","SICILIAN DEFENSE","TRUE",80,"RESIGN","BLACK","BLITZ","e4","c5","e4_Nf3_g3_Bg2_d3","c5_e6_Nc6_Qc7_e5",1.02325581395349,"DEFENSE","SICILIAN DEFENSE"
"166","FRENCH DEFENSE","TRUE",44,"RESIGN","BLACK","STANDARD","e4","e6","e4_Nf3_exd5_d4_Bd3","e6_d5_exd5_Nf6_Be7",1.02197802197802,"DEFENSE","FRENCH DEFENSE"
"167","PALEFACE ATTACK","TRUE",40,"OUTOFTIME","BLACK","BLITZ","d4","Nf6","d4_f3_d5_c3_e4","Nf6_c5_d6_e6_Be7",1.0027041644132,"NO_DEFENSE","OTHER"
"168","SICILIAN DEFENSE","TRUE",105,"OUTOFTIME","WHITE","BLITZ","e4","c5","e4_Nf3_Bc4_d3_a3","c5_d6_Nf6_a6_g6",1.01936525013448,"DEFENSE","SICILIAN DEFENSE"
"169","SICILIAN DEFENSE","TRUE",50,"RESIGN","BLACK","STANDARD","e4","c5","e4_Nf3_Bb5_O-O_Re1","c5_Nc6_g6_Bg7_Nf6",0.949618320610687,"DEFENSE","SICILIAN DEFENSE"
"170","SICILIAN DEFENSE","FALSE",144,"OUTOFTIME","DRAW","BLITZ","e4","c5","e4_Nf3_g3_d3_Bg2","c5_d6_Nf6_Nc6_g6",1.0124796527401,"DEFENSE","SICILIAN DEFENSE"
"171","CARO-KANN DEFENSE","FALSE",81,"RESIGN","BLACK","BLITZ","e4","c6","e4_d4_Nc3_Nxe4_Ng3","c6_d5_dxe4_Bf5_Bg6",0.983386923901393,"DEFENSE","CARO-KANN DEFENSE"
"172","RUY LOPEZ","TRUE",69,"RESIGN","BLACK","STANDARD","e4","e5","e4_Nf3_Bb5_Nxd4_c3","e5_Nc6_Nd4_exd4_c6",1.00913978494624,"NO_DEFENSE","RUY LOPEZ"
"173","SICILIAN DEFENSE","TRUE",77,"MATE","WHITE","BLITZ","e4","c5","e4_Nf3_d4_Nxd4_Nc3","c5_d6_cxd4_a6_Nf6",0.986659551760939,"DEFENSE","SICILIAN DEFENSE"
"174","BLUMENFELD COUNTERGAMBIT","TRUE",158,"MATE","BLACK","BLITZ","d4","Nf6","d4_Nf3_c4_e3_exd4","Nf6_e6_c5_cxd4_d5",0.983914209115281,"NO_DEFENSE","OTHER"
"175","ITALIAN GAME","TRUE",107,"DRAW","DRAW","STANDARD","e4","e5","e4_Nf3_Bc4_d3_O-O","e5_Nc6_Nf6_h6_Bc5",1.01689373297003,"DEFENSE","ITALIAN GAME"
"176","RUY LOPEZ","TRUE",117,"MATE","WHITE","STANDARD","e4","e5","e4_Nf3_Bb5_O-O_Ba4","e5_Nc6_d6_a6_b5",1.01476216511755,"DEFENSE","RUY LOPEZ"
"177","RUY LOPEZ","TRUE",44,"RESIGN","WHITE","BLITZ","e4","e5","e4_Nf3_Bb5_Ba4_O-O","e5_Nc6_a6_Bc5_b5",0.999458288190683,"DEFENSE","RUY LOPEZ"
"178","SICILIAN DEFENSE","TRUE",40,"RESIGN","BLACK","STANDARD","e4","c5","e4_Nf3_Bc4_Ng5_Bb3","c5_Nc6_g6_Ne5_h6",0.999455040871935,"DEFENSE","SICILIAN DEFENSE"
"179","CARO-KANN DEFENSE","TRUE",59,"RESIGN","WHITE","STANDARD","e4","c6","e4_f4_e5_Nf3_d4","c6_d5_Bf5_h6_Nd7",1.00054200542005,"DEFENSE","CARO-KANN DEFENSE"
"180","QUEEN'S GAMBIT REFUSED","FALSE",110,"RESIGN","BLACK","BLITZ","d4","d5","d4_c4_Nc3_Nf3_e3","d5_Nf6_Bf5_e6_Bb4",0.962441314553991,"DEFENSE","QUEEN'S GAMBIT REFUSED"
"181","SCANDINAVIAN DEFENSE","TRUE",30,"RESIGN","BLACK","STANDARD","e4","d5","e4_exd5_Nc3_Nge2_d3","d5_Qxd5_Qe5+_Nf6_Bg4",1.03798882681564,"DEFENSE","SCANDINAVIAN DEFENSE"
"182","SICILIAN DEFENSE","TRUE",54,"RESIGN","BLACK","BLITZ","e4","c5","e4_Nf3_Bc4_d4_Nxd4","c5_Nc6_d6_cxd4_g6",1.01299404439632,"DEFENSE","SICILIAN DEFENSE"
"183","PHILIDOR DEFENSE","TRUE",69,"RESIGN","BLACK","BLITZ","e4","e5","e4_Nf3_d4_Bb5_Nc3","e5_d6_Nc6_Bd7_a6",0.987693953986089,"DEFENSE","PHILIDOR DEFENSE"
"184","SICILIAN DEFENSE","TRUE",178,"MATE","BLACK","STANDARD","e4","c5","e4_c3_d4_cxd4_Bb5","c5_Nc6_cxd4_d6_a6",1.00381263616558,"DEFENSE","SICILIAN DEFENSE"
"185","SICILIAN DEFENSE","TRUE",136,"RESIGN","BLACK","STANDARD","e4","c5","e4_Qf3_c3_Bc4_Bb5","c5_Nc6_d6_Nf6_Bg4",0.985761226725082,"DEFENSE","SICILIAN DEFENSE"
"186","SICILIAN DEFENSE","FALSE",124,"MATE","BLACK","BLITZ","e4","c5","e4_Nf3_Bb5_d4_Bxc6+","c5_Nc6_d6_a6_bxc6",1.01262825572218,"DEFENSE","SICILIAN DEFENSE"
"187","HUNGARIAN OPENING","TRUE",96,"RESIGN","BLACK","BLITZ","g3","e5","g3_e4_Bg2_a3_Nc3","e5_Nf6_Bc5_a5_d6",1.01574803149606,"NO_DEFENSE","HUNGARIAN OPENING"
"188","QUEEN'S PAWN GAME","TRUE",53,"OUTOFTIME","WHITE","BLITZ","d4","d5","d4_e3_h3_a3_c4","d5_Nf6_e6_Bd6_c6",1.03903200624512,"NO_DEFENSE","QUEEN'S PAWN GAME"
"189","VAN'T KRUIJS OPENING","TRUE",39,"MATE","WHITE","BLITZ","e3","e6","e3_Qf3_Nc3_Nb5_Nd4","e6_Nf6_Nc6_a6_Nxd4",1.00928792569659,"NO_DEFENSE","VAN'T KRUIJS OPENING"
"190","FRENCH DEFENSE","TRUE",10,"MATE","BLACK","BLITZ","e4","e6","e4_d4_Nc3_e5_Nf3","e6_Qh4_Nf6_Ne4_Qxf2#",1.0092807424594,"DEFENSE","FRENCH DEFENSE"
"191","CENTER GAME","TRUE",51,"MATE","WHITE","BLITZ","e4","e5","e4_d4_Qxd4_Qe3_Nc3","e5_exd4_Nc6_Nf6_Nb4",0.993166287015945,"NO_DEFENSE","CENTER GAME"
"192","ITALIAN GAME","TRUE",18,"RESIGN","BLACK","STANDARD","e4","e5","e4_Nf3_Bc4_c3_d4","e5_Nc6_Bc5_Nf6_exd4",0.993103448275862,"NO_DEFENSE","ITALIAN GAME"
"193","FOUR KNIGHTS GAME","FALSE",106,"MATE","BLACK","STANDARD","e4","e5","e4_Nf3_Bc4_Nc3_O-O","e5_Nc6_Nf6_Bc5_O-O",0.74176245210728,"NO_DEFENSE","FOUR KNIGHTS GAME"
"194","PHILIDOR DEFENSE","FALSE",38,"MATE","BLACK","STANDARD","e4","e5","e4_Nf3_Bc4_Bxe6_d3","e5_d6_Be6_fxe6_Nc6",0.881991814461119,"DEFENSE","PHILIDOR DEFENSE"
"195","RUY LOPEZ","TRUE",59,"MATE","WHITE","BLITZ","e4","e5","e4_Nf3_Bb5_Bxc6_Nxe5","e5_Nc6_a6_dxc6_Qd4",1.15473441108545,"NO_DEFENSE","RUY LOPEZ"
"196","CARO-KANN DEFENSE","TRUE",111,"MATE","WHITE","BLITZ","e4","c6","e4_d4_Nf3_exd5_Nc3","c6_e6_d5_cxd5_Bd7",1.04545454545455,"DEFENSE","CARO-KANN DEFENSE"
"197","RUY LOPEZ","TRUE",28,"RESIGN","BLACK","BLITZ","e4","e5","e4_Nf3_Bb5_Ba4_Nc3","e5_Nc6_a6_Nf6_Be7",0.611480075901328,"DEFENSE","RUY LOPEZ"
"198","CENTER GAME","FALSE",101,"OUTOFTIME","WHITE","BLITZ","e4","e5","e4_d4_Qxd4_Qd5_Qc4","e5_exd4_Nc6_Nf6_d6",1.11016291698991,"NO_DEFENSE","CENTER GAME"
"199","SCOTCH GAME","FALSE",15,"MATE","WHITE","BLITZ","e4","e5","e4_Nf3_d4_Nxd4_Qxd4","e5_Nc6_exd4_Nxd4_f6",1.4010861132661,"NO_DEFENSE","SCOTCH GAME"
"200","PHILIDOR DEFENSE","FALSE",42,"RESIGN","WHITE","BLITZ","e4","e5","e4_Nf3_Bc4_Nc3_Ng5","e5_d6_Nf6_Nc6_Qe7",0.983218916857361,"DEFENSE","PHILIDOR DEFENSE"
"201","GIUOCO PIANO","FALSE",34,"RESIGN","BLACK","BLITZ","e4","e5","e4_Nf3_Bc4_O-O_Ng5","e5_Nc6_Bc5_Nf6_O-O",0.868598382749326,"NO_DEFENSE","GIUOCO PIANO"
"202","SICILIAN DEFENSE","FALSE",60,"RESIGN","BLACK","BLITZ","e4","c5","e4_Nf3_d4_Nxd4_Nc3","c5_g6_cxd4_Bg7_a6",0.712154696132597,"DEFENSE","SICILIAN DEFENSE"
"203","PHILIDOR DEFENSE","FALSE",21,"OUTOFTIME","WHITE","BLITZ","e4","e5","e4_Nf3_Bc4_Nc3_h3","e5_d6_h6_Bg4_Bh5",0.859333333333333,"DEFENSE","PHILIDOR DEFENSE"
"204","RUY LOPEZ","TRUE",73,"MATE","WHITE","STANDARD","e4","e5","e4_Nf3_Bb5_Ba4_Bb3","e5_Nc6_a6_b5_d6",1.08635312259059,"DEFENSE","RUY LOPEZ"
"205","ITALIAN GAME","TRUE",159,"MATE","WHITE","STANDARD","e4","e5","e4_Nf3_Bc4_Nc3_d3","e5_Nc6_h6_Nf6_d6",0.861952861952862,"DEFENSE","ITALIAN GAME"
"206","SCANDINAVIAN DEFENSE","FALSE",74,"RESIGN","WHITE","STANDARD","e4","d5","e4_exd5_Nc3_Be2_Nf3","d5_Qxd5_Qe5+_e6_Qa5",1.05697770437655,"DEFENSE","SCANDINAVIAN DEFENSE"
"207","CRAB OPENING","FALSE",28,"MATE","BLACK","STANDARD","h4","e5","h4_a4_b4_b5_g4","e5_d5_Nc6_Na5_a6",0.94609375,"NO_DEFENSE","OTHER"
"208","PHILIDOR DEFENSE","TRUE",112,"MATE","BLACK","BLITZ","e4","e5","e4_Nf3_Bc4_d3_Ng5","e5_d6_Be7_Nf6_O-O",0.725779036827195,"DEFENSE","PHILIDOR DEFENSE"
"209","QUEEN'S PAWN GAME","TRUE",60,"MATE","BLACK","BLITZ","d4","d5","d4_Bf4_Nf3_e3_Ne5","d5_Nf6_c6_e6_Nbd7",1.30371567043619,"NO_DEFENSE","QUEEN'S PAWN GAME"
"210","FRENCH DEFENSE","TRUE",37,"MATE","WHITE","BLITZ","e4","e6","e4_d4_e5_c3_Nf3","e6_d5_c5_Nc6_Qb6",0.861679604798871,"DEFENSE","FRENCH DEFENSE"
"211","SICILIAN DEFENSE","TRUE",88,"OUTOFTIME","BLACK","BLITZ","e4","c5","e4_Nf3_d4_Nxd4_Nxc6","c5_Nc6_cxd4_d6_bxc6",0.70554272517321,"DEFENSE","SICILIAN DEFENSE"
"212","RUY LOPEZ","TRUE",113,"MATE","WHITE","BLITZ","e4","e5","e4_Nf3_Bb5_Bxc6_Nxe5","e5_Nc6_a6_dxc6_Qd4",0.99837925445705,"NO_DEFENSE","RUY LOPEZ"
"213","RUSSIAN GAME","TRUE",55,"MATE","WHITE","STANDARD","e4","e5","e4_Nf3_Nxe5_Qe2_Qxe4","e5_Nf6_Nxe4_Qe7_Nc6",1.01722723543888,"NO_DEFENSE","RUSSIAN GAME"
"214","ENGLISH OPENING","TRUE",135,"MATE","WHITE","BLITZ","c4","e5","c4_Nc3_g3_Bg2_e3","e5_Nf6_Bc5_O-O_a6",0.99375,"NO_DEFENSE","ENGLISH OPENING"
"215","ITALIAN GAME","TRUE",137,"DRAW","DRAW","BLITZ","e4","e5","e4_Nf3_Bc4_Bxf7+_Nxe5+","e5_Nc6_Na5_Kxf7_Ke8",0.96969696969697,"NO_DEFENSE","ITALIAN GAME"
"216","FOUR KNIGHTS GAME","TRUE",97,"OUTOFTIME","WHITE","BLITZ","e4","e5","e4_Nf3_Nc3_d3_Bg5","e5_Nc6_Nf6_Bc5_O-O",1.10456553755523,"NO_DEFENSE","FOUR KNIGHTS GAME"
"217","PIRC DEFENSE","FALSE",33,"RESIGN","BLACK","BLITZ","e4","d6","e4_Nf3_g3_Nc3_Bg2","d6_Nf6_Nbd7_e5_Be7",1.04452830188679,"DEFENSE","PIRC DEFENSE"
"218","ZUKERTORT OPENING","FALSE",29,"RESIGN","BLACK","STANDARD","Nf3","d5","Nf3_d3_Nc3_e4_exd5","d5_e6_Nc6_Bb4_exd5",1.09407114624506,"NO_DEFENSE","ZUKERTORT OPENING"
"219","ZUKERTORT OPENING","FALSE",55,"RESIGN","BLACK","BULLET","Nf3","c5","Nf3_g3_Bg2_e4_d3","c5_e6_h5_a6_b5",0.70974358974359,"NO_DEFENSE","ZUKERTORT OPENING"
"220","SCANDINAVIAN DEFENSE","TRUE",91,"RESIGN","WHITE","STANDARD","e4","d5","e4_exd5_Nc3_d4_Nf3","d5_Qxd5_Qc5_Qd6_Nf6",1.10248198558847,"DEFENSE","SCANDINAVIAN DEFENSE"
"221","KING'S PAWN GAME","TRUE",53,"RESIGN","WHITE","BLITZ","e4","e5","e4_Qh5_Qxe5+_Qxe7+_e5","e5_Nf6_Qe7_Bxe7_Nd5",0.989920806335493,"NO_DEFENSE","KING'S PAWN GAME"
"222","PHILIDOR DEFENSE","TRUE",49,"MATE","WHITE","BLITZ","e4","e5","e4_Nf3_d4_Bg5_dxe5","e5_d6_Qf6_Qg6_Qxe4+",1.01249081557678,"DEFENSE","PHILIDOR DEFENSE"
"223","KING'S PAWN GAME","TRUE",48,"MATE","BLACK","BLITZ","e4","e5","e4_d4_d5_f3_Bg5","e5_d6_Nf6_c6_cxd5",0.919766593727206,"DEFENSE","KING'S PAWN GAME"
"224","SICILIAN DEFENSE","TRUE",20,"RESIGN","BLACK","BLITZ","e4","c5","e4_Nf3_Nc3_d4_Nxd4","c5_Nc6_a6_cxd4_Nxd4",0.965710286913926,"DEFENSE","SICILIAN DEFENSE"
"225","RUSSIAN GAME","TRUE",87,"MATE","WHITE","BLITZ","e4","e5","e4_Nf3_Nxe5_Bc4_d3","e5_Nf6_Nxe4_d5_dxc4",1.00073099415205,"NO_DEFENSE","RUSSIAN GAME"
"226","RUY LOPEZ","TRUE",11,"RESIGN","WHITE","BLITZ","e4","e5","e4_Nf3_Bb5_d4_Ba4","e5_Nc6_Nf6_a6_d6",0.940919037199125,"DEFENSE","RUY LOPEZ"
"227","ST. GEORGE DEFENSE","TRUE",110,"DRAW","DRAW","STANDARD","e4","a6","e4_Nf3_d4_Nc3_Bc4","a6_b6_Bb7_h6_e6",1.03469079939668,"DEFENSE","OTHER"
"228","VAN'T KRUIJS OPENING","TRUE",24,"RESIGN","WHITE","BLITZ","e3","d5","e3_c4_Nf3_Qb3_cxd5","d5_e6_Nf6_b6_exd5",0.98409255242227,"NO_DEFENSE","VAN'T KRUIJS OPENING"
"229","ENGLISH OPENING","TRUE",23,"RESIGN","WHITE","STANDARD","c4","e5","c4_Nc3_d4_d5_e3","e5_Nf6_Nc6_Nd4_Nf5",0.869907076483202,"NO_DEFENSE","ENGLISH OPENING"
"230","RUY LOPEZ","TRUE",81,"MATE","WHITE","STANDARD","e4","e5","e4_Nf3_Bb5_d3_Nc3","e5_Nc6_h6_Nf6_a6",0.958534899792674,"NO_DEFENSE","RUY LOPEZ"
"231","SCANDINAVIAN DEFENSE","FALSE",34,"RESIGN","BLACK","STANDARD","e4","d5","e4_f3_fxe4_Nf3_d3","d5_dxe4_e5_Nc6_Bg4",1.06272530641673,"DEFENSE","SCANDINAVIAN DEFENSE"
"232","PHILIDOR DEFENSE","TRUE",103,"MATE","WHITE","STANDARD","Nf3","d6","Nf3_e4_g3_d3_Nc3","d6_e5_f5_Nf6_c6",1.01924500370096,"DEFENSE","PHILIDOR DEFENSE"
"233","KING'S PAWN GAME","TRUE",29,"RESIGN","BLACK","STANDARD","e4","e5","e4_Nf3_Nc3_Bc4_d3","e5_Qf6_Bc5_c6_d5",1.03734129947722,"DEFENSE","KING'S PAWN GAME"
"234","PHILIDOR DEFENSE","FALSE",22,"RESIGN","BLACK","STANDARD","e4","e5","e4_Nf3_Bb5+_Bxd7+_Nc3","e5_d6_Bd7_Qxd7_a6",0.992142857142857,"DEFENSE","PHILIDOR DEFENSE"
"235","SCOTCH GAME","FALSE",38,"RESIGN","WHITE","BLITZ","e4","e5","e4_Nf3_d4_d5_Bd2","e5_Nc6_d6_Nb4_Nxd5",1.33117350611951,"NO_DEFENSE","SCOTCH GAME"
