"X","op_name","rated","turns","victory_status","winner","pace_type","W1","B1","W_First5","B_First5","Rating_WB","opening_strategy","WOE_Opening_Name","rating_bins","ID_unit","Prob","Stratum"
811,"CARO-KANN DEFENSE",TRUE,56,"MATE","BLACK","BLITZ","e4","c6","e4_Bc4_exd5_Bb5+_Bxd7+","c6_d5_cxd5_Bd7_Nxd7",0.843053579895685,"DEFENSE",-0.043402320202307,"Black Favoured",811,0.75,1
817,"CARO-KANN DEFENSE",FALSE,38,"OUTOFTIME","BLACK","STANDARD","e4","c6","e4_Nf3_Nc3_Nxe4_Nc3","c6_d5_dxe4_Nf6_Bg4",0.811292719167905,"DEFENSE",-0.043402320202307,"Black Favoured",817,0.75,1
819,"CARO-KANN DEFENSE",TRUE,100,"RESIGN","BLACK","BLITZ","e4","c6","e4_d4_Nf3_exd5_Nc3","c6_e6_d5_cxd5_a6",0.899280575539568,"DEFENSE",-0.043402320202307,"Black Favoured",819,0.75,1
825,"CARO-KANN DEFENSE",TRUE,54,"RESIGN","BLACK","BLITZ","e4","c6","e4_d4_Bd3_Bxe4_Bf3","c6_d5_dxe4_Nf6_Bf5",0.739243131156039,"DEFENSE",-0.043402320202307,"Black Favoured",825,0.75,1
850,"CARO-KANN DEFENSE",TRUE,62,"MATE","BLACK","STANDARD","e4","c6","e4_d4_e5_Be3_Bd3","c6_d5_Bf5_e6_Bxd3",0.849266862170088,"DEFENSE",-0.043402320202307,"Black Favoured",850,0.75,1
884,"CARO-KANN DEFENSE",FALSE,116,"MATE","BLACK","STANDARD","e4","c6","e4_c4_Nc3_a3_d4","c6_Na6_Nc7_b6_Bb7",0.870574579222287,"DEFENSE",-0.043402320202307,"Black Favoured",884,0.75,1
914,"CARO-KANN DEFENSE",TRUE,46,"MATE","BLACK","BLITZ","e4","c6","e4_Nf3_Bd3_Bxe4_h3","c6_d5_dxe4_Bg4_Bh5",0.814569536423841,"DEFENSE",-0.043402320202307,"Black Favoured",914,0.75,1
921,"CARO-KANN DEFENSE",FALSE,54,"RESIGN","BLACK","BLITZ","e4","c6","e4_Nf3_exd5_d4_Bd3","c6_d5_cxd5_Nf6_Nc6",0.87229862475442,"DEFENSE",-0.043402320202307,"Black Favoured",921,0.75,1
947,"CARO-KANN DEFENSE",TRUE,64,"RESIGN","BLACK","BLITZ","e4","c6","e4_Nf3_exd5_h3_c3","c6_d5_cxd5_g6_Bg7",0.874576271186441,"DEFENSE",-0.043402320202307,"Black Favoured",947,0.75,1
949,"CARO-KANN DEFENSE",FALSE,48,"RESIGN","BLACK","STANDARD","e4","c6","e4_d4_e5_c3_Nf3","c6_d5_c5_Nc6_Bg4",0.830855971296771,"DEFENSE",-0.043402320202307,"Black Favoured",949,0.75,1
951,"CARO-KANN DEFENSE",TRUE,53,"MATE","WHITE","BLITZ","e4","c6","e4_Nf3_exd5_d4_Nc3","c6_d5_cxd5_Nc6_Bg4",0.882492581602374,"DEFENSE",-0.043402320202307,"Black Favoured",951,0.75,1
956,"CARO-KANN DEFENSE",TRUE,56,"MATE","BLACK","BLITZ","e4","c6","e4_Nf3_exd5_d4_Bd3","c6_d5_cxd5_Nf6_Bg4",0.893097128894319,"DEFENSE",-0.043402320202307,"Black Favoured",956,0.75,1
958,"CARO-KANN DEFENSE",TRUE,44,"MATE","BLACK","BLITZ","e4","c6","e4_f3_Bc4_exd5_Bb5+","c6_e5_d5_cxd5_Nc6",0.644381223328592,"DEFENSE",-0.043402320202307,"Black Favoured",958,0.75,1
962,"CARO-KANN DEFENSE",TRUE,64,"MATE","BLACK","BLITZ","e4","c6","e4_Nf3_Nc3_Ne2_Ng3","c6_b5_b4_Ba6_Bxf1",0.889814221652787,"DEFENSE",-0.043402320202307,"Black Favoured",962,0.75,1
967,"CARO-KANN DEFENSE",TRUE,132,"MATE","BLACK","STANDARD","d4","d5","d4_e4_exd5_Bd2_Bc3","d5_c6_Qa5+_Qxd5_Bf5",0.810047095761381,"DEFENSE",-0.043402320202307,"Black Favoured",967,0.75,1
975,"CARO-KANN DEFENSE",TRUE,24,"RESIGN","BLACK","BLITZ","e4","c6","e4_d4_Nc3_Bb5_Nxe4","c6_d5_dxe4_cxb5_Bf5",0.899275362318841,"DEFENSE",-0.043402320202307,"Black Favoured",975,0.75,1
976,"CARO-KANN DEFENSE",TRUE,86,"MATE","BLACK","STANDARD","e4","c6","e4_g3_Bg2_Bxe4_Bg2","c6_d5_dxe4_Nf6_Bg4",0.768482490272374,"DEFENSE",-0.043402320202307,"Black Favoured",976,0.75,1
980,"CARO-KANN DEFENSE",TRUE,64,"OUTOFTIME","BLACK","BLITZ","e4","c6","e4_d4_e5_Nf3_Bd3","c6_d5_Bf5_e6_Bxd3",0.876311430149089,"DEFENSE",-0.043402320202307,"Black Favoured",980,0.75,1
981,"CARO-KANN DEFENSE",TRUE,74,"RESIGN","BLACK","BLITZ","e4","c6","e4_d4_exd5_c4_Nc3","c6_d5_cxd5_Nf6_Nc6",0.879106438896189,"DEFENSE",-0.043402320202307,"Black Favoured",981,0.75,1
996,"CARO-KANN DEFENSE",TRUE,113,"OUTOFTIME","WHITE","BLITZ","e4","c6","e4_d4_e5_Bd3_Qxd3","c6_d5_Bf5_Bxd3_e6",0.882077922077922,"DEFENSE",-0.043402320202307,"Black Favoured",996,0.75,1
1008,"CARO-KANN DEFENSE",TRUE,42,"RESIGN","BLACK","STANDARD","e4","c6","e4_d4_e5_Bd3_Qxd3","c6_d5_Bf5_Bxd3_e6",0.743506493506494,"DEFENSE",-0.043402320202307,"Black Favoured",1008,0.75,1
1012,"CARO-KANN DEFENSE",TRUE,68,"MATE","BLACK","STANDARD","e4","c6","e4_Qh5_Qf3_c4_b3","c6_Nf6_e5_d6_Bg4",0.576761303890641,"DEFENSE",-0.043402320202307,"Black Favoured",1012,0.75,1
1029,"CARO-KANN DEFENSE",TRUE,43,"RESIGN","WHITE","STANDARD","e4","c6","e4_Nf3_Nc3_d3_h3","c6_Nf6_e5_Bc5_d5",0.810634834508953,"DEFENSE",-0.043402320202307,"Black Favoured",1029,0.75,1
1030,"CARO-KANN DEFENSE",TRUE,38,"RESIGN","BLACK","STANDARD","e4","c6","e4_Nf3_e5_d4_Bd3","c6_d5_Bf5_e6_Bxd3",0.87067861715749,"DEFENSE",-0.043402320202307,"Black Favoured",1030,0.75,1
1034,"CARO-KANN DEFENSE",TRUE,56,"MATE","BLACK","STANDARD","e4","c6","e4_d4_e5_h3_Nf3","c6_d5_Bf5_e6_a6",0.789210789210789,"DEFENSE",-0.043402320202307,"Black Favoured",1034,0.75,1
1054,"CARO-KANN DEFENSE",FALSE,52,"RESIGN","BLACK","STANDARD","e4","c6","e4_c3_d4_Bg5_Bf4","c6_d5_dxe4_h6_Nf6",0.774590163934426,"DEFENSE",-0.043402320202307,"Black Favoured",1054,0.75,1
1065,"CARO-KANN DEFENSE",TRUE,66,"RESIGN","BLACK","STANDARD","e4","c6","e4_d4_f3_e5_Nc3","c6_d5_Nf6_Ng8_Bf5",0.860906862745098,"DEFENSE",-0.043402320202307,"Black Favoured",1065,0.75,1
1076,"CARO-KANN DEFENSE",FALSE,99,"RESIGN","WHITE","STANDARD","e4","c6","e4_d4_e5_Bf4_Nf3","c6_d5_Bf5_Nd7_e6",0.840390879478827,"DEFENSE",-0.043402320202307,"Black Favoured",1076,0.75,1
1088,"CARO-KANN DEFENSE",FALSE,23,"RESIGN","WHITE","BLITZ","e4","c6","e4_d4_exd5_Nc3_Bf4","c6_d5_cxd5_e6_Nc6",0.836624775583483,"DEFENSE",-0.043402320202307,"Black Favoured",1088,0.75,1
1100,"CENTER GAME",TRUE,38,"RESIGN","BLACK","BLITZ","e4","e5","e4_d4_Nf3_Bc4_Bd2","e5_f6_Nc6_Bb4+_Nge7",0.827151854443667,"NO_DEFENSE",-0.398992593602547,"Black Favoured",1100,0.75,1
1104,"CENTER GAME",TRUE,48,"MATE","BLACK","STANDARD","e4","e5","e4_d4_Nf3_Bc4_O-O","e5_exd4_c5_Nc6_h6",0.534056660638939,"NO_DEFENSE",-0.398992593602547,"Black Favoured",1104,0.75,1
1105,"CENTER GAME",TRUE,12,"RESIGN","BLACK","BLITZ","e4","e5","e4_d4_Qxd4_Qc3_e5","e5_exd4_Nc6_Nf6_Ng4",0.758599124452783,"NO_DEFENSE",-0.398992593602547,"Black Favoured",1105,0.75,1
1109,"CENTER GAME",TRUE,46,"RESIGN","WHITE","BLITZ","e4","e5","e4_d4_Qxd4_Qe5+_Qd4","e5_exd4_d6_Ne7_g6",0.842150910667823,"NO_DEFENSE",-0.398992593602547,"Black Favoured",1109,0.75,1
1111,"CENTER GAME",FALSE,99,"RESIGN","BLACK","STANDARD","e4","e5","e4_d4_Qxd4_Qd3_Bg5","e5_exd4_Nc6_Nf6_Be7",0.690140845070423,"NO_DEFENSE",-0.398992593602547,"Black Favoured",1111,0.75,1
1132,"CENTER GAME",TRUE,66,"MATE","BLACK","BLITZ","e4","e5","e4_d4_Qxd4_Qd1_Nc3","e5_exd4_Nc6_Nf6_Bb4",0.736353711790393,"NO_DEFENSE",-0.398992593602547,"Black Favoured",1132,0.75,1
1138,"CENTER GAME",TRUE,48,"RESIGN","BLACK","BLITZ","e4","e5","e4_d4_Qxd4_Qd1_Be2","e5_exd4_Nc6_h6_Nf6",0.869753979739508,"NO_DEFENSE",-0.398992593602547,"Black Favoured",1138,0.75,1
1139,"CENTER GAME",TRUE,41,"MATE","WHITE","STANDARD","e4","e5","e4_d4_Qxd4_Qd1_a3","e5_exd4_Nc6_Bc5_Nf6",0.876270173341303,"NO_DEFENSE",-0.398992593602547,"Black Favoured",1139,0.75,1
1146,"CENTER GAME",TRUE,72,"RESIGN","BLACK","BLITZ","e4","e5","e4_d4_Nc3_Nf3_d5","e5_Bb4+_Nc6_d6_Nce7",0.837705918242831,"NO_DEFENSE",-0.398992593602547,"Black Favoured",1146,0.75,1
1147,"CENTER GAME",FALSE,42,"MATE","BLACK","BLITZ","e4","e5","e4_d4_Qxd4_Qc4_f3","e5_exd4_Nc6_Nf6_h6",0.800854244527496,"NO_DEFENSE",-0.398992593602547,"Black Favoured",1147,0.75,1
1151,"CENTER GAME",TRUE,46,"MATE","BLACK","BLITZ","e4","e5","e4_d4_Qxd4_Qd1_f3","e5_exd4_Nc6_Nf6_d5",0.861145703611457,"NO_DEFENSE",-0.398992593602547,"Black Favoured",1151,0.75,1
1154,"CENTER GAME",TRUE,50,"MATE","BLACK","BLITZ","e4","e5","e4_d4_Qxd4_Qa4_c3","e5_exd4_Nc6_d6_Bd7",0.871384615384615,"NO_DEFENSE",-0.398992593602547,"Black Favoured",1154,0.75,1
1155,"CENTER GAME",TRUE,40,"OUTOFTIME","BLACK","BLITZ","e4","e5","e4_d4_Qxd4_e5_Qxe5+","e5_exd4_f6_fxe5_Qe7",0.854766474728087,"NO_DEFENSE",-0.398992593602547,"Black Favoured",1155,0.75,1
1161,"CENTER GAME",TRUE,34,"MATE","BLACK","BLITZ","e4","e5","e4_d4_Qxd4_Qc4_Bf4","e5_exd4_Nc6_Nf6_d5",0.722478238607271,"NO_DEFENSE",-0.398992593602547,"Black Favoured",1161,0.75,1
1173,"CENTER GAME",TRUE,53,"RESIGN","WHITE","BLITZ","e4","e5","e4_d4_Qxd4_Qe3_Nf3","e5_exd4_Nc6_Nf6_Qe7",0.875917767988253,"NO_DEFENSE",-0.398992593602547,"Black Favoured",1173,0.75,1
1176,"CENTER GAME",TRUE,68,"MATE","BLACK","BLITZ","e4","e5","e4_d4_Qxd4_Qd1_Nc3","e5_exd4_Nc6_Nf6_Bb4",0.869807811531308,"NO_DEFENSE",-0.398992593602547,"Black Favoured",1176,0.75,1
1183,"CENTER GAME",TRUE,30,"RESIGN","BLACK","BLITZ","e4","e5","e4_d4_Bd3_c3_Nf3","e5_exd4_Nc6_d5_Bg4",0.85385500575374,"NO_DEFENSE",-0.398992593602547,"Black Favoured",1183,0.75,1
1188,"CENTER GAME",TRUE,12,"RESIGN","BLACK","BLITZ","e4","e5","e4_d4_Qxd4_Qc4_Bf4","e5_exd4_Nc6_d6_Be6",0.886515353805073,"NO_DEFENSE",-0.398992593602547,"Black Favoured",1188,0.75,1
1192,"CENTER GAME",TRUE,60,"MATE","BLACK","BLITZ","e4","e5","e4_d4_Qxd4_Qd3_Qc3","e5_exd4_Nc6_Nb4_Nc6",0.844813935075218,"NO_DEFENSE",-0.398992593602547,"Black Favoured",1192,0.75,1
1196,"CENTER GAME",TRUE,60,"RESIGN","BLACK","BLITZ","e4","e5","e4_d4_dxe5_Nf3_Be2","e5_Qf6_Qxe5_Qxe4+_Bb4+",0.796166134185303,"NO_DEFENSE",-0.398992593602547,"Black Favoured",1196,0.75,1
1204,"CENTER GAME",TRUE,29,"RESIGN","WHITE","BLITZ","e4","e5","e4_d4_dxe5_exf5_Bf4","e5_f5_Nc6_Nxe5_Nf7",0.770114942528736,"NO_DEFENSE",-0.398992593602547,"Black Favoured",1204,0.75,1
1206,"CENTER GAME",TRUE,74,"RESIGN","BLACK","BLITZ","e4","e5","e4_d4_Qxd4_Qe3_Bb5","e5_exd4_Nc6_d6_Bd7",0.607751027598356,"NO_DEFENSE",-0.398992593602547,"Black Favoured",1206,0.75,1
1211,"CENTER GAME",TRUE,64,"MATE","BLACK","BLITZ","e4","e5","e4_d4_Nf3_b3_Nfd2","e5_f6_Nc6_Bb4+_Nxd4",0.771817453963171,"NO_DEFENSE",-0.398992593602547,"Black Favoured",1211,0.75,1
1223,"CENTER GAME",TRUE,18,"RESIGN","BLACK","BLITZ","e4","e5","e4_d4_Qxd4_f3_Qc3","e5_exd4_Nf6_Nc6_Bb4",0.815210559396606,"NO_DEFENSE",-0.398992593602547,"Black Favoured",1223,0.75,1
1224,"CENTER GAME",TRUE,77,"RESIGN","WHITE","BLITZ","e4","e5","e4_d4_dxe5_Bg5+_exf6+","e5_Ke7_Nc6_f6_Nxf6",0.865853658536585,"NO_DEFENSE",-0.398992593602547,"Black Favoured",1224,0.75,1
1225,"CENTER GAME",TRUE,85,"OUTOFTIME","WHITE","BLITZ","e4","e5","e4_d4_Qxd4_Qd1_Nc3","e5_exd4_Nc6_Nf6_Bb4",0.877872619829284,"NO_DEFENSE",-0.398992593602547,"Black Favoured",1225,0.75,1
1233,"CENTER GAME",FALSE,98,"MATE","BLACK","BLITZ","e4","e5","e4_d4_dxe5_Bd3_b4","e5_Nf6_Nxe4_Nc5_Ne6",0.894426229508197,"NO_DEFENSE",-0.398992593602547,"Black Favoured",1233,0.75,1
1241,"CENTER GAME",TRUE,75,"RESIGN","WHITE","BLITZ","e4","e5","e4_d4_Nf3_Bc4_Bf4","e5_exd4_c5_Nc6_Qf6",0.893666472980825,"NO_DEFENSE",-0.398992593602547,"Black Favoured",1241,0.75,1
1259,"DUTCH DEFENSE",TRUE,70,"RESIGN","BLACK","BLITZ","d4","f5","d4_c4_Nc3_e4_exf5","f5_c6_e6_d5_exf5",0.807815845824411,"DEFENSE",-0.0392207131532813,"Black Favoured",1259,0.75,1
1283,"DUTCH DEFENSE",TRUE,75,"MATE","WHITE","BLITZ","d4","f5","d4_Bg5_Bxf6_e3_Nf3","f5_Nf6_exf6_d5_Bd6",0.760263558033452,"DEFENSE",-0.0392207131532813,"Black Favoured",1283,0.75,1
1290,"DUTCH DEFENSE",TRUE,50,"RESIGN","BLACK","BLITZ","d4","f5","d4_g3_Bg2_Nf3_Bf4","f5_e6_d5_Nf6_Nc6",0.837133550488599,"DEFENSE",-0.0392207131532813,"Black Favoured",1290,0.75,1
1318,"DUTCH DEFENSE",TRUE,80,"RESIGN","BLACK","BLITZ","d4","f5","d4_Nc3_Bg5_e3_Nf3","f5_Nf6_d5_e6_c5",0.878390201224847,"DEFENSE",-0.0392207131532813,"Black Favoured",1318,0.75,1
1331,"DUTCH DEFENSE",TRUE,80,"RESIGN","BLACK","BLITZ","d4","f5","d4_e4_Nc3_Bg5_Bxf6","f5_fxe4_Nf6_b6_exf6",0.879008746355685,"DEFENSE",-0.0392207131532813,"Black Favoured",1331,0.75,1
1337,"DUTCH DEFENSE",TRUE,53,"OUTOFTIME","WHITE","BLITZ","d4","f5","d4_e3_Bc4_Bb5+_Ba4","f5_Nf6_d5_c6_Qa5+",0.852296819787986,"DEFENSE",-0.0392207131532813,"Black Favoured",1337,0.75,1
1350,"DUTCH DEFENSE",TRUE,44,"RESIGN","BLACK","BLITZ","d4","f5","d4_c4_e3_Nf3_Nc3","f5_Nf6_g6_Bg7_d6",0.84674852205548,"DEFENSE",-0.0392207131532813,"Black Favoured",1350,0.75,1
1353,"ELEPHANT GAMBIT",TRUE,29,"RESIGN","WHITE","BLITZ","e4","e5","e4_Nf3_Nxe5_Nc3_Nxc6","e5_d5_dxe4_Nc6_bxc6",0.896360759493671,"NO_DEFENSE",0.38011351691075,"Black Favoured",1353,0.75,1
1354,"ELEPHANT GAMBIT",TRUE,38,"RESIGN","BLACK","STANDARD","e4","e5","e4_Nf3_Nxe5_d4_Bc4","e5_d5_Bd6_dxe4_Bxe5",0.708229426433915,"NO_DEFENSE",0.38011351691075,"Black Favoured",1354,0.75,1
1369,"ELEPHANT GAMBIT",FALSE,32,"OUTOFTIME","BLACK","STANDARD","e4","e5","e4_Nf3_exd5_Qe2_Nc3","e5_d5_e4_Nf6_Be7",0.851812926957436,"NO_DEFENSE",0.38011351691075,"Black Favoured",1369,0.75,1
1374,"ELEPHANT GAMBIT",TRUE,40,"RESIGN","BLACK","BLITZ","e4","e5","e4_Nf3_exd5_Qe2_d3","e5_d5_e4_Nf6_Qxd5",0.8974609375,"NO_DEFENSE",0.38011351691075,"Black Favoured",1374,0.75,1
1386,"ELEPHANT GAMBIT",TRUE,41,"MATE","WHITE","BLITZ","e4","e5","e4_Nf3_Nxe5_d3_d4","e5_d5_dxe4_Bd6_Qf6",0.814463544754001,"NO_DEFENSE",0.38011351691075,"Black Favoured",1386,0.75,1
1401,"ELEPHANT GAMBIT",FALSE,17,"OUTOFTIME","WHITE","BLITZ","e4","e5","e4_Nf3_Nxe5_Nd3_Nc3","e5_d5_f6_Nc6_Nh6",0.788385043754972,"NO_DEFENSE",0.38011351691075,"Black Favoured",1401,0.75,1
1409,"ELEPHANT GAMBIT",FALSE,28,"MATE","BLACK","BLITZ","e4","e5","e4_Nf3_exd5_Nc3_Bc4","e5_d5_Qxd5_Qa5_Bd7",0.860943168077388,"NO_DEFENSE",0.38011351691075,"Black Favoured",1409,0.75,1
1411,"ELEPHANT GAMBIT",FALSE,20,"RESIGN","BLACK","BLITZ","e4","e5","e4_Nf3_d3_dxe4_Kxd1","e5_d5_dxe4_Qxd1+_Nf6",0.899333333333333,"NO_DEFENSE",0.38011351691075,"Black Favoured",1411,0.75,1
1415,"ENGLISH DEFENSE",FALSE,54,"RESIGN","BLACK","STANDARD","d4","e6","d4_c4_Nc3_a3_e4","e6_b6_Bb7_g6_Bg7",0.538989898989899,"DEFENSE",-0.0625203569813339,"Black Favoured",1415,0.75,1
1425,"ENGLISH DEFENSE",TRUE,82,"MATE","BLACK","BLITZ","d4","b6","d4_c3_b4_a3_e3","b6_e6_Bb7_h6_Nf6",0.799680766161213,"DEFENSE",-0.0625203569813339,"Black Favoured",1425,0.75,1
1446,"ENGLISH DEFENSE",TRUE,74,"RESIGN","BLACK","BLITZ","d4","e6","d4_c4_Nd2_Ngf3_e3","e6_b6_Bb7_f5_Nf6",0.763316350162112,"DEFENSE",-0.0625203569813339,"Black Favoured",1446,0.75,1
1458,"ENGLISH DEFENSE",TRUE,50,"RESIGN","BLACK","BLITZ","d4","e6","d4_c4_Nc3_e3_Nf3","e6_b6_Bb7_Nf6_d5",0.852491366551554,"DEFENSE",-0.0625203569813339,"Black Favoured",1458,0.75,1
1474,"ENGLISH OPENING",TRUE,102,"RESIGN","BLACK","BLITZ","c4","Nf6","c4_Nc3_Nf3_e4_Be2","Nf6_c5_e6_d6_Nbd7",0.885224274406332,"DEFENSE",0.204938515247314,"Black Favoured",1474,0.75,1
1485,"ENGLISH OPENING",TRUE,56,"RESIGN","BLACK","BLITZ","c4","Nf6","c4_Nc3_cxd5_g3_Bg2","Nf6_d5_Nxd5_e5_Nb6",0.860771401693321,"DEFENSE",0.204938515247314,"Black Favoured",1485,0.75,1
1502,"ENGLISH OPENING",TRUE,59,"MATE","WHITE","BLITZ","c4","e5","c4_Nc3_Nf3_g3_cxd5","e5_Nf6_Nc6_d5_Nxd5",0.817737430167598,"NO_DEFENSE",0.204938515247314,"Black Favoured",1502,0.75,1
1504,"ENGLISH OPENING",FALSE,24,"RESIGN","BLACK","BLITZ","c4","Nf6","c4_Nc3_e3_Be2_d3","Nf6_e5_Nc6_b6_Bb7",0.873915262889229,"NO_DEFENSE",0.204938515247314,"Black Favoured",1504,0.75,1
1505,"ENGLISH OPENING",TRUE,23,"RESIGN","WHITE","STANDARD","c4","e5","c4_Nc3_d4_d5_e3","e5_Nf6_Nc6_Nd4_Nf5",0.869907076483202,"NO_DEFENSE",0.204938515247314,"Black Favoured",1505,0.75,1
1516,"ENGLISH OPENING",TRUE,40,"RESIGN","BLACK","BLITZ","Nf3","Nf6","Nf3_c4_Nc3_d4_Nxd4","Nf6_c5_Nc6_cxd4_e6",0.878704970360237,"DEFENSE",0.204938515247314,"Black Favoured",1516,0.75,1
1519,"ENGLISH OPENING",TRUE,52,"RESIGN","BLACK","BLITZ","c4","Nf6","c4_e3_h3_e4_f3","Nf6_d5_d4_d3_e5",0.8271679805943,"DEFENSE",0.204938515247314,"Black Favoured",1519,0.75,1
1521,"ENGLISH OPENING",TRUE,40,"MATE","BLACK","STANDARD","c4","e5","c4_Qa4_Na3_Nb5_Qa5","e5_Nc6_d6_a6_b6",0.827306273062731,"NO_DEFENSE",0.204938515247314,"Black Favoured",1521,0.75,1
1531,"ENGLISH OPENING",FALSE,47,"OUTOFTIME","WHITE","STANDARD","c4","e5","c4_d3_Nc3_Nf3_g3","e5_f5_Nf6_c6_d6",0.853242320819113,"NO_DEFENSE",0.204938515247314,"Black Favoured",1531,0.75,1
1535,"ENGLISH OPENING",TRUE,81,"RESIGN","WHITE","BLITZ","c4","e6","c4_g3_Bg2_Nf3_O-O","e6_d5_c6_Nf6_Nbd7",0.826901874310915,"DEFENSE",0.204938515247314,"Black Favoured",1535,0.75,1
1536,"ENGLISH OPENING",FALSE,53,"RESIGN","WHITE","STANDARD","c4","e6","c4_Nc3_Qc2_a3_bxc3","e6_Bb4_Nf6_Bxc3_d5",0.706880301602262,"DEFENSE",0.204938515247314,"Black Favoured",1536,0.75,1
1545,"ENGLISH OPENING",TRUE,50,"MATE","BLACK","STANDARD","c4","Nf6","c4_Nc3_c5_d4_Nf3","Nf6_d5_a5_e6_h6",0.784034653465347,"DEFENSE",0.204938515247314,"Black Favoured",1545,0.75,1
1551,"ENGLISH OPENING",TRUE,82,"OUTOFTIME","BLACK","BLITZ","c4","g6","c4_Nc3_d3_Bd2_Rb1","g6_Bg7_c6_Qb6_Na6",0.876216968011127,"NO_DEFENSE",0.204938515247314,"Black Favoured",1551,0.75,1
1555,"ENGLISH OPENING",FALSE,46,"MATE","BLACK","BULLET","c4","e5","c4_g3_Bg2_Nc3_Nf3","e5_Nf6_Nc6_Bc5_O-O",0.731876861966236,"NO_DEFENSE",0.204938515247314,"Black Favoured",1555,0.75,1
1561,"ENGLISH OPENING",FALSE,42,"OUTOFTIME","BLACK","BLITZ","c4","Nf6","c4_Nf3_Nc3_cxd5_e4","Nf6_g6_d5_Nxd5_Nxc3",0.774393391843056,"DEFENSE",0.204938515247314,"Black Favoured",1561,0.75,1
1568,"ENGLISH OPENING",FALSE,52,"MATE","BLACK","STANDARD","c4","Nf6","c4_e3_c5_b4_Ba3","Nf6_d5_e5_a5_axb4",0.61317254174397,"DEFENSE",0.204938515247314,"Black Favoured",1568,0.75,1
1588,"ENGLISH OPENING",TRUE,41,"RESIGN","BLACK","BLITZ","c4","e5","c4_Nc3_e4_c5_Nf3","e5_Nf6_c6_Bxc5_d5",0.837674136886735,"NO_DEFENSE",0.204938515247314,"Black Favoured",1588,0.75,1
1589,"ENGLISH OPENING",TRUE,59,"MATE","WHITE","BLITZ","Nf3","d5","Nf3_c4_Nc3_e3_a3","d5_Nf6_e6_Nc6_Bc5",0.88418206399279,"DEFENSE",0.204938515247314,"Black Favoured",1589,0.75,1
1594,"ENGLISH OPENING",TRUE,57,"RESIGN","BLACK","STANDARD","c4","c5","c4_g3_Bg2_Nc3_Nf3","c5_e6_Ne7_Nbc6_g6",0.866908650937689,"NO_DEFENSE",0.204938515247314,"Black Favoured",1594,0.75,1
1597,"ENGLISH OPENING",FALSE,75,"RESIGN","WHITE","BLITZ","c4","c6","c4_Nc3_cxd5_d4_Nf3","c6_d5_cxd5_Nf6_h6",0.655518394648829,"NO_DEFENSE",0.204938515247314,"Black Favoured",1597,0.75,1
1598,"ENGLISH OPENING",TRUE,138,"RESIGN","BLACK","BLITZ","c4","e5","c4_g3_Bg2_Nc3_d3","e5_Nf6_Nc6_Bb4_Bxc3+",0.897266729500471,"NO_DEFENSE",0.204938515247314,"Black Favoured",1598,0.75,1
1601,"ENGLISH OPENING",FALSE,26,"OUTOFTIME","BLACK","BLITZ","c4","e5","c4_Nc3_d3_Qc2_cxd5","e5_Nf6_Bb4_d5_Nxd5",0.789058390320884,"NO_DEFENSE",0.204938515247314,"Black Favoured",1601,0.75,1
1608,"ENGLISH OPENING",TRUE,115,"MATE","WHITE","BLITZ","c4","e5","c4_Nc3_d3_Ne4_Bd2","e5_Qf6_Bc5_Bb4+_Bxd2+",0.894290559638214,"NO_DEFENSE",0.204938515247314,"Black Favoured",1608,0.75,1
1612,"ENGLISH OPENING",FALSE,70,"RESIGN","WHITE","STANDARD","c4","e5","c4_d3_Nf3_a3_Nc3","e5_h6_Nc6_a5_Nf6",0.748876684972541,"NO_DEFENSE",0.204938515247314,"Black Favoured",1612,0.75,1
1624,"ENGLISH OPENING",TRUE,125,"MATE","WHITE","STANDARD","c4","Nc6","c4_Nc3_e3_a3_d4","Nc6_b6_Bb7_e6_d5",0.671828908554572,"NO_DEFENSE",0.204938515247314,"Black Favoured",1624,0.75,1
1644,"ENGLISH OPENING",TRUE,58,"MATE","BLACK","STANDARD","c4","e5","c4_e4_f3_Ne2_Nec3","e5_Qf6_Bc5_d6_c6",0.815533980582524,"NO_DEFENSE",0.204938515247314,"Black Favoured",1644,0.75,1
1647,"ENGLISH OPENING",TRUE,30,"RESIGN","BLACK","BLITZ","c4","e5","c4_Nc3_g3_dxc3_Bg2","e5_Bb4_Bxc3_Nf6_d6",0.89157952669235,"NO_DEFENSE",0.204938515247314,"Black Favoured",1647,0.75,1
1652,"ENGLISH OPENING",TRUE,90,"MATE","BLACK","BLITZ","c4","d5","c4_cxd5_Qb3_axb3_Nc3","d5_Qxd5_Qxb3_Be6_Bxb3",0.892543859649123,"DEFENSE",0.204938515247314,"Black Favoured",1652,0.75,1
1665,"ENGLISH OPENING",TRUE,16,"MATE","BLACK","BLITZ","c4","Nf6","c4_a4_b3_Na3_Bb2","Nf6_b6_Bb7_e6_Bc5",0.783333333333333,"DEFENSE",0.204938515247314,"Black Favoured",1665,0.75,1
1671,"ENGLISH OPENING",TRUE,22,"RESIGN","BLACK","BLITZ","d4","Nf6","d4_c4_Nf3_Nxd4_Nxc6","Nf6_c5_cxd4_Nc6_bxc6",0.71,"NO_DEFENSE",0.204938515247314,"Black Favoured",1671,0.75,1
1674,"ENGLISH OPENING",TRUE,52,"RESIGN","BLACK","BLITZ","c4","Nf6","c4_Nc3_d3_e4_Nge2","Nf6_e6_d5_c5_dxe4",0.892706449668475,"DEFENSE",0.204938515247314,"Black Favoured",1674,0.75,1
