X,P21,rated,turns,victory_status,winner,pace_type,W1,B1,W_First5,B_First5,Rating_WB,opening_strategy,op_name,rating_bins,ID_unit,Prob,Stratum
188,QUEEN'S PAWN GAME,TRUE,53,OUTOFTIME,WHITE,BLITZ,d4,d5,d4_e3_h3_a3_c4,d5_Nf6_e6_Bd6_c6,1.039032006,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,181,0.75,1
189,VAN'T KRUIJS OPENING,TRUE,39,MATE,WHITE,BLITZ,e3,e6,e3_Qf3_Nc3_Nb5_Nd4,e6_Nf6_Nc6_a6_Nxd4,1.009287926,NO_DEFENSE,VAN'T KRUIJS OPENING,Equal,182,0.75,1
190,FRENCH DEFENSE,TRUE,10,MATE,BLACK,BLITZ,e4,e6,e4_d4_Nc3_e5_Nf3,e6_Qh4_Nf6_Ne4_Qxf2#,1.009280742,DEFENSE,FRENCH DEFENSE,Equal,183,0.75,1
191,CENTER GAME,TRUE,51,MATE,WHITE,BLITZ,e4,e5,e4_d4_Qxd4_Qe3_Nc3,e5_exd4_Nc6_Nf6_Nb4,0.993166287,NO_DEFENSE,CENTER GAME,Equal,184,0.75,1
193,FOUR KNIGHTS GAME,FALSE,106,MATE,BLACK,STANDARD,e4,e5,e4_Nf3_Bc4_Nc3_O-O,e5_Nc6_Nf6_Bc5_O-O,0.741762452,NO_DEFENSE,FOUR KNIGHTS GAME,Equal,186,0.75,1
194,PHILIDOR DEFENSE,FALSE,38,MATE,BLACK,STANDARD,e4,e5,e4_Nf3_Bc4_Bxe6_d3,e5_d6_Be6_fxe6_Nc6,0.881991814,DEFENSE,PHILIDOR DEFENSE,Equal,187,0.75,1
195,RUY LOPEZ,TRUE,59,MATE,WHITE,BLITZ,e4,e5,e4_Nf3_Bb5_Bxc6_Nxe5,e5_Nc6_a6_dxc6_Qd4,1.154734411,NO_DEFENSE,RUY LOPEZ,Equal,188,0.75,1
196,CARO-KANN DEFENSE,TRUE,111,MATE,WHITE,BLITZ,e4,c6,e4_d4_Nf3_exd5_Nc3,c6_e6_d5_cxd5_Bd7,1.045454545,DEFENSE,CARO-KANN DEFENSE,Equal,189,0.75,1
198,CENTER GAME,FALSE,101,OUTOFTIME,WHITE,BLITZ,e4,e5,e4_d4_Qxd4_Qd5_Qc4,e5_exd4_Nc6_Nf6_d6,1.110162917,NO_DEFENSE,CENTER GAME,Equal,191,0.75,1
200,PHILIDOR DEFENSE,FALSE,42,RESIGN,WHITE,BLITZ,e4,e5,e4_Nf3_Bc4_Nc3_Ng5,e5_d6_Nf6_Nc6_Qe7,0.983218917,DEFENSE,PHILIDOR DEFENSE,Equal,193,0.75,1
201,GIUOCO PIANO,FALSE,34,RESIGN,BLACK,BLITZ,e4,e5,e4_Nf3_Bc4_O-O_Ng5,e5_Nc6_Bc5_Nf6_O-O,0.868598383,NO_DEFENSE,GIUOCO PIANO,Equal,194,0.75,1
202,SICILIAN DEFENSE,FALSE,60,RESIGN,BLACK,BLITZ,e4,c5,e4_Nf3_d4_Nxd4_Nc3,c5_g6_cxd4_Bg7_a6,0.712154696,DEFENSE,SICILIAN DEFENSE,Equal,195,0.75,1
204,RUY LOPEZ,TRUE,73,MATE,WHITE,STANDARD,e4,e5,e4_Nf3_Bb5_Ba4_Bb3,e5_Nc6_a6_b5_d6,1.086353123,DEFENSE,RUY LOPEZ,Equal,197,0.75,1
205,ITALIAN GAME,TRUE,159,MATE,WHITE,STANDARD,e4,e5,e4_Nf3_Bc4_Nc3_d3,e5_Nc6_h6_Nf6_d6,0.861952862,DEFENSE,ITALIAN GAME,Equal,198,0.75,1
206,SCANDINAVIAN DEFENSE,FALSE,74,RESIGN,WHITE,STANDARD,e4,d5,e4_exd5_Nc3_Be2_Nf3,d5_Qxd5_Qe5+_e6_Qa5,1.056977704,DEFENSE,SCANDINAVIAN DEFENSE,Equal,199,0.75,1
207,CRAB OPENING,FALSE,28,MATE,BLACK,STANDARD,h4,e5,h4_a4_b4_b5_g4,e5_d5_Nc6_Na5_a6,0.94609375,NO_DEFENSE,OTHER,Equal,200,0.75,1
208,PHILIDOR DEFENSE,TRUE,112,MATE,BLACK,BLITZ,e4,e5,e4_Nf3_Bc4_d3_Ng5,e5_d6_Be7_Nf6_O-O,0.725779037,DEFENSE,PHILIDOR DEFENSE,Equal,201,0.75,1
210,FRENCH DEFENSE,TRUE,37,MATE,WHITE,BLITZ,e4,e6,e4_d4_e5_c3_Nf3,e6_d5_c5_Nc6_Qb6,0.861679605,DEFENSE,FRENCH DEFENSE,Equal,203,0.75,1
212,RUY LOPEZ,TRUE,113,MATE,WHITE,BLITZ,e4,e5,e4_Nf3_Bb5_Bxc6_Nxe5,e5_Nc6_a6_dxc6_Qd4,0.998379254,NO_DEFENSE,RUY LOPEZ,Equal,205,0.75,1
213,RUSSIAN GAME,TRUE,55,MATE,WHITE,STANDARD,e4,e5,e4_Nf3_Nxe5_Qe2_Qxe4,e5_Nf6_Nxe4_Qe7_Nc6,1.017227235,NO_DEFENSE,RUSSIAN GAME,Equal,206,0.75,1
214,ENGLISH OPENING,TRUE,135,MATE,WHITE,BLITZ,c4,e5,c4_Nc3_g3_Bg2_e3,e5_Nf6_Bc5_O-O_a6,0.99375,NO_DEFENSE,ENGLISH OPENING,Equal,207,0.75,1
217,PIRC DEFENSE,FALSE,33,RESIGN,BLACK,BLITZ,e4,d6,e4_Nf3_g3_Nc3_Bg2,d6_Nf6_Nbd7_e5_Be7,1.044528302,DEFENSE,PIRC DEFENSE,Equal,209,0.75,1
218,ZUKERTORT OPENING,FALSE,29,RESIGN,BLACK,STANDARD,Nf3,d5,Nf3_d3_Nc3_e4_exd5,d5_e6_Nc6_Bb4_exd5,1.094071146,NO_DEFENSE,ZUKERTORT OPENING,Equal,210,0.75,1
219,ZUKERTORT OPENING,FALSE,55,RESIGN,BLACK,BULLET,Nf3,c5,Nf3_g3_Bg2_e4_d3,c5_e6_h5_a6_b5,0.70974359,NO_DEFENSE,ZUKERTORT OPENING,Equal,211,0.75,1
220,SCANDINAVIAN DEFENSE,TRUE,91,RESIGN,WHITE,STANDARD,e4,d5,e4_exd5_Nc3_d4_Nf3,d5_Qxd5_Qc5_Qd6_Nf6,1.102481986,DEFENSE,SCANDINAVIAN DEFENSE,Equal,212,0.75,1
222,PHILIDOR DEFENSE,TRUE,49,MATE,WHITE,BLITZ,e4,e5,e4_Nf3_d4_Bg5_dxe5,e5_d6_Qf6_Qg6_Qxe4+,1.012490816,DEFENSE,PHILIDOR DEFENSE,Equal,214,0.75,1
223,KING'S PAWN GAME,TRUE,48,MATE,BLACK,BLITZ,e4,e5,e4_d4_d5_f3_Bg5,e5_d6_Nf6_c6_cxd5,0.919766594,DEFENSE,KING'S PAWN GAME,Equal,215,0.75,1
226,RUY LOPEZ,TRUE,11,RESIGN,WHITE,BLITZ,e4,e5,e4_Nf3_Bb5_d4_Ba4,e5_Nc6_Nf6_a6_d6,0.940919037,DEFENSE,RUY LOPEZ,Equal,218,0.75,1
228,VAN'T KRUIJS OPENING,TRUE,24,RESIGN,WHITE,BLITZ,e3,d5,e3_c4_Nf3_Qb3_cxd5,d5_e6_Nf6_b6_exd5,0.984092552,NO_DEFENSE,VAN'T KRUIJS OPENING,Equal,219,0.75,1
229,ENGLISH OPENING,TRUE,23,RESIGN,WHITE,STANDARD,c4,e5,c4_Nc3_d4_d5_e3,e5_Nf6_Nc6_Nd4_Nf5,0.869907076,NO_DEFENSE,ENGLISH OPENING,Equal,220,0.75,1
232,PHILIDOR DEFENSE,TRUE,103,MATE,WHITE,STANDARD,Nf3,d6,Nf3_e4_g3_d3_Nc3,d6_e5_f5_Nf6_c6,1.019245004,DEFENSE,PHILIDOR DEFENSE,Equal,223,0.75,1
234,PHILIDOR DEFENSE,FALSE,22,RESIGN,BLACK,STANDARD,e4,e5,e4_Nf3_Bb5+_Bxd7+_Nc3,e5_d6_Bd7_Qxd7_a6,0.992142857,DEFENSE,PHILIDOR DEFENSE,Equal,225,0.75,1
236,ITALIAN GAME,TRUE,46,MATE,BLACK,BLITZ,e4,e5,e4_Nf3_Bc4_Nc3_d3,e5_Nc6_Bc5_Nf6_d6,1.01233672,NO_DEFENSE,ITALIAN GAME,Equal,227,0.75,1
237,RUY LOPEZ,TRUE,23,OUTOFTIME,WHITE,BLITZ,e4,e5,e4_Nf3_Bb5_Nc3_Bc4,e5_Nc6_Nd4_c6_d5,1.089896579,NO_DEFENSE,RUY LOPEZ,Equal,228,0.75,1
238,NIMZOWITSCH DEFENSE,TRUE,31,RESIGN,WHITE,BLITZ,e4,Nc6,e4_Nf3_exf5_d4_Bb5,Nc6_f5_d5_Bxf5_Qd7,1.021021021,DEFENSE,NIMZOWITSCH DEFENSE,Equal,229,0.75,1
239,KING'S PAWN GAME,FALSE,51,RESIGN,WHITE,BLITZ,e4,e5,e4_d4_dxe5_Bb5+_Bf1,e5_d5_dxe4_c6_Qxd1+,0.963970588,NO_DEFENSE,KING'S PAWN GAME,Equal,230,0.75,1
240,RUY LOPEZ,FALSE,87,MATE,WHITE,STANDARD,e4,e5,e4_Nf3_Bb5_d3_O-O,e5_Nc6_Bc5_Nf6_O-O,1.260294118,NO_DEFENSE,RUY LOPEZ,Equal,231,0.75,1
241,ITALIAN GAME,TRUE,31,MATE,WHITE,STANDARD,e4,e5,e4_Nf3_Bc4_Bxd5_h3,e5_Nc6_d5_Bg4_Be6,1.112571898,NO_DEFENSE,ITALIAN GAME,Equal,232,0.75,1
242,QUEEN'S GAMBIT ACCEPTED,TRUE,38,RESIGN,BLACK,STANDARD,d4,d5,d4_c4_e3_Nc3_Bxc4,d5_dxc4_Nf6_Nc6_e5,0.924962853,NO_DEFENSE,QUEEN'S GAMBIT ACCEPTED,Equal,233,0.75,1
243,ITALIAN GAME,FALSE,43,RESIGN,WHITE,BLITZ,e4,e5,e4_Nf3_Bc4_Nc3_d4,e5_Nc6_h6_Nce7_c6,1.224749773,DEFENSE,ITALIAN GAME,Equal,234,0.75,1
244,KING'S INDIAN ATTACK,TRUE,105,RESIGN,WHITE,BLITZ,Nf3,d5,Nf3_g3_Bg2_Bxf3_d4,d5_Bg4_Bxf3_c6_e6,1.038073038,NO_DEFENSE,KING'S INDIAN ATTACK,Equal,235,0.75,1
246,SICILIAN DEFENSE,FALSE,36,MATE,BLACK,BLITZ,e4,e6,e4_Nf3_d4_dxc5_Ne5,e6_d5_c5_Bxc5_Nc6,0.984177215,DEFENSE,SICILIAN DEFENSE,Equal,237,0.75,1
247,FRENCH DEFENSE,TRUE,38,RESIGN,BLACK,BLITZ,e4,e6,e4_d4_e5_c4_Bxc4,e6_d5_c5_dxc4_cxd4,1.065934066,DEFENSE,FRENCH DEFENSE,Equal,238,0.75,1
250,NIMZO-INDIAN DEFENSE,FALSE,95,MATE,WHITE,BLITZ,d4,e6,d4_c4_Nc3_e4_Bg5,e6_Nf6_c6_d6_Be7,0.968886123,DEFENSE,NIMZO-INDIAN DEFENSE,Equal,241,0.75,1
252,SICILIAN DEFENSE,FALSE,42,RESIGN,WHITE,BLITZ,e4,c5,e4_Nf3_d4_Nxd4_Nc3,c5_Nc6_cxd4_a6_Qb6,0.954044118,DEFENSE,SICILIAN DEFENSE,Equal,243,0.75,1
253,ITALIAN GAME,TRUE,177,OUTOFTIME,WHITE,BLITZ,e4,e5,e4_Nf3_Bc4_Ng5_exd5,e5_Nc6_Nf6_d5_Na5,0.954008701,DEFENSE,ITALIAN GAME,Equal,244,0.75,1
255,OWEN DEFENSE,TRUE,57,RESIGN,WHITE,BLITZ,e4,b6,e4_d4_Nc3_Nf3_Bd3,b6_Bb7_e6_Bb4_Bxc3+,0.865317919,DEFENSE,OWEN DEFENSE,Equal,246,0.75,1
256,ITALIAN GAME,TRUE,57,RESIGN,WHITE,BLITZ,e4,e5,e4_Nf3_Bc4_Nc3_O-O,e5_Nc6_d6_Nf6_Be7,0.925902062,NO_DEFENSE,ITALIAN GAME,Equal,247,0.75,1
258,SICILIAN DEFENSE,TRUE,29,MATE,WHITE,BLITZ,e4,c5,e4_Nf3_d4_Bb5_Bxc6+,c5_d6_Nc6_a6_bxc6,1.039148352,DEFENSE,SICILIAN DEFENSE,Equal,248,0.75,1
259,ITALIAN GAME,TRUE,70,RESIGN,BLACK,BLITZ,e4,e5,e4_Nf3_Bc4_d3_exd5,e5_Nc6_Nf6_d5_Nxd5,0.916779432,DEFENSE,ITALIAN GAME,Equal,249,0.75,1
260,ITALIAN GAME,TRUE,97,MATE,WHITE,BLITZ,e4,e5,e4_Nf3_Bc4_d4_O-O,e5_Nc6_h6_exd4_Bc5,1.014869888,DEFENSE,ITALIAN GAME,Equal,250,0.75,1
261,CARO-KANN DEFENSE,TRUE,99,RESIGN,WHITE,BLITZ,e4,c6,e4_d4_f3_fxe4_Nf3,c6_d5_dxe4_e5_exd4,0.834022751,DEFENSE,CARO-KANN DEFENSE,Equal,251,0.75,1
262,QUEEN'S PAWN GAME,FALSE,74,RESIGN,BLACK,BLITZ,d4,d5,d4_Nf3_Bg5_e3_c3,d5_Nf6_e6_c5_h6,1.156230626,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,252,0.75,1
263,QUEEN'S PAWN GAME,TRUE,48,MATE,BLACK,BLITZ,d4,d5,d4_c3_dxc5_b4_b5,d5_c5_Nc6_a5_Ne5,1.119092628,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,253,0.75,1
264,FRENCH DEFENSE,TRUE,77,MATE,WHITE,STANDARD,e4,e6,e4_d4_Nc3_exd5_dxc5,e6_d5_c5_exd5_Bxc5,0.98430634,DEFENSE,FRENCH DEFENSE,Equal,254,0.75,1
265,SCANDINAVIAN DEFENSE,TRUE,80,RESIGN,BLACK,STANDARD,e4,d5,e4_exd5_c4_Nc3_cxd5,d5_Nf6_e6_exd5_Nxd5,1.038163001,DEFENSE,SCANDINAVIAN DEFENSE,Equal,255,0.75,1
266,NIMZOWITSCH DEFENSE,TRUE,35,RESIGN,WHITE,BLITZ,e4,Nc6,e4_Nf3_exf5_d4_Bb5,Nc6_f5_d5_Bxf5_Nf6,0.888238736,DEFENSE,NIMZOWITSCH DEFENSE,Equal,256,0.75,1
268,SCANDINAVIAN DEFENSE,TRUE,87,MATE,WHITE,BLITZ,e4,d5,e4_exd5_Nc3_Nf3_Nd5,d5_Qxd5_Qd4_Qf6_Qd6,1.09862219,DEFENSE,SCANDINAVIAN DEFENSE,Equal,258,0.75,1
269,ROBATSCH (MODERN) DEFENSE,TRUE,40,RESIGN,BLACK,BLITZ,e4,g6,e4_d4_Nf3_Be3_Qd2,g6_Bg7_d6_Nd7_Ngf6,1.024650233,DEFENSE,OTHER,Equal,259,0.75,1
270,QUEEN'S GAMBIT DECLINED,TRUE,54,RESIGN,BLACK,BLITZ,d4,d5,d4_c4_a3_Nf3_Nc3,d5_e6_c6_dxc4_b5,0.996701847,NO_DEFENSE,QUEEN'S GAMBIT DECLINED,Equal,260,0.75,1
271,RUY LOPEZ,TRUE,67,RESIGN,BLACK,BLITZ,e4,e5,e4_Nf3_Bb5_Bxc6_O-O,e5_Nc6_a6_dxc6_Nf6,0.979264214,NO_DEFENSE,RUY LOPEZ,Equal,261,0.75,1
272,KING'S PAWN GAME,TRUE,21,MATE,WHITE,BLITZ,e4,e5,e4_Nf3_Nxe5_Qh5+_Qxe5+,e5_f6_fxe5_Ke7_Kf7,0.996610169,DEFENSE,KING'S PAWN GAME,Equal,262,0.75,1
274,QUEEN'S GAMBIT DECLINED,FALSE,71,RESIGN,WHITE,STANDARD,Nf3,Nf6,Nf3_d4_c4_Nc3_cxd5,Nf6_d5_e6_c5_Nxd5,0.816109422,NO_DEFENSE,QUEEN'S GAMBIT DECLINED,Equal,264,0.75,1
275,NIMZO-INDIAN DEFENSE,TRUE,72,OUTOFTIME,BLACK,BLITZ,d4,d5,d4_Nf3_c4_Nc3_e3,d5_e6_Nf6_Bb4_c5,0.828277635,DEFENSE,NIMZO-INDIAN DEFENSE,Equal,265,0.75,1
276,ENGLISH OPENING,TRUE,62,RESIGN,BLACK,BLITZ,Nf3,Nf6,Nf3_c4_d4_Qxd4_Qd1,Nf6_c5_cxd4_Nc6_e5,0.983240223,NO_DEFENSE,ENGLISH OPENING,Equal,266,0.75,1
277,VAN'T KRUIJS OPENING,TRUE,48,RESIGN,BLACK,BLITZ,e3,d5,e3_d3_Nf3_Nc3_Be2,d5_Nc6_e5_Be6_h6,1.205462446,NO_DEFENSE,VAN'T KRUIJS OPENING,Equal,267,0.75,1
281,KING'S PAWN GAME,TRUE,40,MATE,BLACK,STANDARD,e4,e5,e4_Nf3_c4_Nc3_h3,e5_Nc6_Bc5_d6_Nge7,0.957474227,NO_DEFENSE,KING'S PAWN GAME,Equal,270,0.75,1
283,FRENCH DEFENSE,TRUE,59,MATE,WHITE,BLITZ,e4,e6,e4_e5_Nf3_Nxe5_Ng4,e6_d6_dxe5_f6_Bb4,1.021333333,DEFENSE,FRENCH DEFENSE,Equal,272,0.75,1
284,KING'S GAMBIT ACCEPTED ,TRUE,115,RESIGN,WHITE,BLITZ,e4,e5,e4_f4_Nf3_d3_Bxf4,e5_d6_exf4_Nf6_Nc6,1.001926782,DEFENSE,KING'S GAMBIT ACCEPTED ,Equal,273,0.75,1
287,FOUR KNIGHTS GAME,TRUE,83,RESIGN,WHITE,BLITZ,e4,e5,e4_Nf3_a3_Nc3_exd5,e5_Nc6_Nf6_d5_Nxd5,0.961079724,NO_DEFENSE,FOUR KNIGHTS GAME,Equal,276,0.75,1
289,KING'S GAMBIT ACCEPTED ,TRUE,43,RESIGN,WHITE,BLITZ,e4,e5,e4_f4_Nf3_Nc3_Bc4,e5_exf4_Nf6_c6_d5,1.086658354,DEFENSE,KING'S GAMBIT ACCEPTED ,Equal,277,0.75,1
291,QUEEN'S PAWN GAME,TRUE,96,RESIGN,BLACK,BLITZ,d4,d5,d4_Bf4_a3_Nf3_e3,d5_c6_Bf5_e6_Nf6,0.965732087,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,279,0.75,1
292,PETROV'S DEFENSE,FALSE,116,MATE,BLACK,BLITZ,e4,e5,e4_Nf3_Nxe5_Nf3_Bc4,e5_Nf6_d6_Nxe4_d5,1.015576324,DEFENSE,PETROV'S DEFENSE,Equal,280,0.75,1
293,HUNGARIAN OPENING,FALSE,78,MATE,BLACK,STANDARD,g3,e5,g3_e3_Bg2_Ne2_d3,e5_d5_Nf6_c5_Nc6,0.919003115,NO_DEFENSE,HUNGARIAN OPENING,Equal,281,0.75,1
294,BIRD OPENING,FALSE,77,MATE,WHITE,STANDARD,f4,g6,f4_Nf3_e3_b3_Nc3,g6_f5_e6_Bg7_Ne7,1.088135593,NO_DEFENSE,BIRD OPENING,Equal,282,0.75,1
295,RUSSIAN GAME,FALSE,27,RESIGN,WHITE,BLITZ,e4,e5,e4_Nf3_Nxe5_Nxf7_Bc4+,e5_Nf6_d6_Kxf7_Ke8,0.978193146,NO_DEFENSE,RUSSIAN GAME,Equal,283,0.75,1
296,BIRD OPENING,FALSE,102,RESIGN,BLACK,BLITZ,f4,Nc6,f4_Nf3_e3_b3_Bb2,Nc6_d5_Nf6_Bf5_e6,1.07,NO_DEFENSE,BIRD OPENING,Equal,284,0.75,1
297,FOUR KNIGHTS GAME,FALSE,21,RESIGN,WHITE,BLITZ,e4,e5,e4_Nf3_Nc3_Bc4_Bxf7+,e5_Nf6_Nc6_Nxe4_Kxf7,0.934579439,NO_DEFENSE,FOUR KNIGHTS GAME,Equal,285,0.75,1
298,RUSSIAN GAME,FALSE,74,RESIGN,BLACK,BLITZ,e4,e5,e4_Nf3_Bc4_Qe2_Bb3,e5_Nf6_Nxe4_d5_Bd6,0.942679128,NO_DEFENSE,RUSSIAN GAME,Equal,286,0.75,1
299,POLISH OPENING,TRUE,65,RESIGN,WHITE,STANDARD,b4,e5,b4_Bb2_Bxe5_Nf3_e3,e5_Bxb4_Nf6_O-O_Nc6,0.955176094,NO_DEFENSE,POLISH OPENING,Equal,287,0.75,1
300,SICILIAN DEFENSE,TRUE,81,RESIGN,WHITE,STANDARD,e4,c5,e4_Nc3_g3_Bg2_d3,c5_Nc6_e5_Nf6_Be7,1.032686981,DEFENSE,SICILIAN DEFENSE,Equal,288,0.75,1
301,INDIAN GAME,TRUE,45,RESIGN,BLACK,STANDARD,d4,Nf6,d4_g3_Bg2_Nf3_Bg5,Nf6_e6_d5_b6_Nbd7,0.803868888,NO_DEFENSE,INDIAN GAME,Equal,289,0.75,1
302,RUY LOPEZ,TRUE,52,RESIGN,WHITE,STANDARD,e4,e5,e4_Nf3_Bb5_O-O_d4,e5_Nc6_Nf6_Nxe4_Bd6,0.998920669,DEFENSE,RUY LOPEZ,Equal,290,0.75,1
303,CARO-KANN DEFENSE,TRUE,51,RESIGN,WHITE,BLITZ,Nc3,c6,Nc3_e4_exd5_d4_Nf3,c6_d5_cxd5_Bf5_a6,0.998926463,DEFENSE,CARO-KANN DEFENSE,Equal,291,0.75,1
305,VAN'T KRUIJS OPENING,TRUE,20,RESIGN,BLACK,BLITZ,e3,e5,e3_b3_Bb5_Bxc6+_Bb2,e5_Nc6_d5_bxc6_Bd6,1.008089608,NO_DEFENSE,VAN'T KRUIJS OPENING,Equal,292,0.75,1
306,SICILIAN DEFENSE,TRUE,50,MATE,BLACK,BLITZ,e4,c5,e4_Nf3_Bb5_e5_Bxc6,c5_Nc6_Nf6_Nd5_bxc6,1.08355615,DEFENSE,SICILIAN DEFENSE,Equal,293,0.75,1
307,PHILIDOR DEFENSE,TRUE,98,RESIGN,BLACK,BLITZ,e4,e5,e4_Nf3_Bc4_Bxe6_Nc3,e5_d6_Be6_fxe6_Nc6,1.032890576,DEFENSE,PHILIDOR DEFENSE,Equal,294,0.75,1
308,RUY LOPEZ,TRUE,106,MATE,BLACK,BLITZ,e4,e5,e4_Nf3_Bb5_O-O_d4,e5_Nc6_Nge7_g6_exd4,1,DEFENSE,RUY LOPEZ,Equal,295,0.75,1
310,ITALIAN GAME,TRUE,22,RESIGN,WHITE,BLITZ,e4,e5,e4_Nf3_Bc4_d3_Ng5,e5_Nc6_Bc5_Nf6_O-O,0.988300493,NO_DEFENSE,ITALIAN GAME,Equal,297,0.75,1
312,SICILIAN DEFENSE,TRUE,69,RESIGN,BLACK,BLITZ,e4,c5,e4_Nf3_Nc3_Bb5_O-O,c5_d6_Nc6_Bd7_e6,0.968527316,DEFENSE,SICILIAN DEFENSE,Equal,298,0.75,1
314,ITALIAN GAME,TRUE,40,MATE,BLACK,BLITZ,e4,e5,e4_Nf3_Bc4_Ng5_d4,e5_Nc6_Nf6_Bc5_d5,0.997526283,DEFENSE,ITALIAN GAME,Equal,300,0.75,1
315,ITALIAN GAME,TRUE,108,RESIGN,BLACK,BLITZ,e4,e5,e4_Nf3_Bc4_c3_O-O,e5_Nc6_Be7_Nf6_Nxe4,1.088294314,DEFENSE,ITALIAN GAME,Equal,301,0.75,1
316,BISHOP'S OPENING,TRUE,27,RESIGN,WHITE,BLITZ,e4,e5,e4_Bc4_Nc3_Qg4_Qg3,e5_Nc6_Bc5_g6_d6,0.900791236,NO_DEFENSE,BISHOP'S OPENING,Equal,302,0.75,1
319,ITALIAN GAME,TRUE,71,RESIGN,WHITE,BLITZ,e4,e5,e4_Nf3_Bc4_Nc3_d3,e5_Nc6_h6_Nf6_Bb4,0.995115995,DEFENSE,ITALIAN GAME,Equal,305,0.75,1
320,RUY LOPEZ,TRUE,92,MATE,BLACK,BLITZ,e4,e5,e4_Nf3_Bb5_O-O_d4,e5_Nc6_Nge7_g6_exd4,0.870689655,DEFENSE,RUY LOPEZ,Equal,306,0.75,1
321,ITALIAN GAME,TRUE,47,MATE,WHITE,BLITZ,e4,e5,e4_Nf3_Bc4_Ng5_Nxf7,e5_Nc6_Nf6_Qe7_Rg8,1.140944327,DEFENSE,ITALIAN GAME,Equal,307,0.75,1
322,PETROV'S DEFENSE,TRUE,56,RESIGN,BLACK,BLITZ,e4,e5,e4_Nf3_Nxe5_d4_Nf3,e5_Nf6_Qe7_d6_Nxe4,0.981916817,DEFENSE,PETROV'S DEFENSE,Equal,308,0.75,1
324,POLISH OPENING,TRUE,124,RESIGN,BLACK,BLITZ,b4,e5,b4_b5_Bb2_Nf3_h3,e5_d5_Qd6_Nd7_a6,1.030731407,NO_DEFENSE,POLISH OPENING,Equal,310,0.75,1
325,SCOTCH GAME,TRUE,49,MATE,WHITE,BLITZ,e4,e5,e4_Nf3_d4_Nxd4_Be3,e5_Nc6_exd4_Bc5_Qf6,1.042176039,NO_DEFENSE,SCOTCH GAME,Equal,311,0.75,1
326,SICILIAN DEFENSE,TRUE,64,RESIGN,BLACK,BLITZ,e4,c5,e4_Nf3_Nc3_d4_Nxd4,c5_d6_a6_cxd4_Nf6,1.00733945,DEFENSE,SICILIAN DEFENSE,Equal,312,0.75,1
327,ITALIAN GAME,TRUE,29,RESIGN,WHITE,BLITZ,e4,e5,e4_Nf3_Bc4_c3_d4,e5_Nc6_Bc5_h6_exd4,1.006146281,NO_DEFENSE,ITALIAN GAME,Equal,313,0.75,1
329,KING'S GAMBIT ACCEPTED ,TRUE,96,RESIGN,BLACK,BLITZ,e4,e5,e4_f4_Nf3_d4_h4,e5_exf4_d6_g5_g4,0.991950464,DEFENSE,KING'S GAMBIT ACCEPTED ,Equal,315,0.75,1
332,ITALIAN GAME,TRUE,123,MATE,WHITE,BLITZ,e4,e5,e4_Nf3_Bc4_c3_d4,e5_Nc6_Bc5_Nf6_exd4,0.97288971,NO_DEFENSE,ITALIAN GAME,Equal,318,0.75,1
333,KING'S INDIAN ATTACK,TRUE,129,MATE,WHITE,BLITZ,Nf3,Nf6,Nf3_g3_Bg2_O-O_c4,Nf6_g6_Bg7_O-O_c5,1.261859583,DEFENSE,KING'S INDIAN ATTACK,Equal,319,0.75,1
334,GRUENFELD DEFENSE,TRUE,120,MATE,BLACK,BLITZ,d4,Nf6,d4_c4_Nc3_Nf3_Bf4,Nf6_g6_d5_Bg7_O-O,1.012746973,DEFENSE,GRUENFELD DEFENSE,Equal,320,0.75,1
336,FRENCH DEFENSE,TRUE,97,MATE,WHITE,BLITZ,e4,e6,e4_Nf3_Nc3_d4_Bg5,e6_d6_c6_Nf6_Be7,1.001284522,DEFENSE,FRENCH DEFENSE,Equal,321,0.75,1
338,SICILIAN DEFENSE,TRUE,57,RESIGN,WHITE,BLITZ,e4,c5,e4_d4_c3_Bxd3_Nf3,c5_cxd4_d3_Nc6_d6,0.989151244,DEFENSE,SICILIAN DEFENSE,Equal,323,0.75,1
339,CARO-KANN DEFENSE,TRUE,38,RESIGN,WHITE,BLITZ,d4,c6,d4_e4_e5_c4_Nc3,c6_d5_e6_Ne7_Nf5,1.099365751,DEFENSE,CARO-KANN DEFENSE,Equal,324,0.75,1
342,PHILIDOR DEFENSE,TRUE,33,MATE,WHITE,BLITZ,e4,e5,e4_Nf3_d4_Nc3_Be3,e5_d6_a6_Nc6_Bg4,0.914183552,DEFENSE,PHILIDOR DEFENSE,Equal,327,0.75,1
343,BLUMENFELD COUNTERGAMBIT,TRUE,32,RESIGN,WHITE,BLITZ,d4,Nf6,d4_c4_Nf3_Nc3_Bg5,Nf6_c5_e6_Nc6_Be7,1.16319896,NO_DEFENSE,OTHER,Equal,328,0.75,1
344,CENTER GAME,TRUE,96,RESIGN,BLACK,STANDARD,e4,e5,e4_d4_Qxd4_Qe3_c3,e5_exd4_Nc6_Nf6_d6,0.958355023,NO_DEFENSE,CENTER GAME,Equal,329,0.75,1
